id,txnrefid,custno,acctno,channelcode,overallqual,grlivarea,garagecars,ageofhouse,saleprice
1252,d097bec7-3534-46d0-9574-aa35a5b45c87,12341033,45671276,LOAN,6,1640,2,16,173000
1253,760e37ec-b4fc-42e6-b997-0b15ee3dcf11,12341069,45671664,LOAN,6,1302,1,56,158000
1254,ce96b65c-760d-436e-862a-a70a0d29f92e,12341132,45671875,LOAN,5,1314,1,63,145000
1255,aed8c9d6-ff27-4544-97c2-5dea41ddb14d,12341079,45671117,LOAN,7,2291,2,21,230000
1256,268fdb72-4e0e-4638-babc-048721232085,12341039,45671584,LOAN,6,1728,2,17,207500
1257,78214009-447f-44dc-aa7d-03fa94a38315,12341131,45671486,LOAN,7,1604,2,14,220000
1258,b6436fee-d7b4-4755-a9c7-83de0aa6d050,12341116,45671372,LOAN,7,1792,2,19,231500
1259,119b638c-8f97-40dc-9d4e-d0736587a13c,12341168,45671639,LOAN,5,882,1,64,97000
1260,348b5fea-f69e-4c68-bbdb-92711c32fc24,12341044,45671621,LOAN,6,1382,2,58,176000
1261,163997a4-defe-4084-ac24-54605743c77c,12341195,45671718,LOAN,8,2574,3,13,276000
1262,0acade3e-5208-47a8-a320-a4b7dd9e1266,12341157,45671069,LOAN,6,1212,2,43,151000
1263,aebc86be-b3b0-43f3-9f29-77a3343572ed,12341134,45671794,LOAN,5,1316,2,91,130000
1264,0998bb4b-2917-48f8-bc4c-f1d899740d83,12341226,45671378,LOAN,5,764,2,95,73000
1265,c873816c-3135-4ae9-a0d6-77293a4f005a,12341007,45671199,LOAN,6,1422,2,39,175500
1266,3cd638fb-eb7d-4491-be5d-7567fb3870d5,12341029,45671565,LOAN,6,1511,2,23,185000
1267,353058cd-045b-485c-85e8-39c0d9fcac69,12341097,45671404,LOAN,5,2192,1,81,179500
1268,f73d63a7-afab-40e6-bf62-e9383167d8d6,12341204,45671339,LOAN,5,778,1,80,120500
1269,44662b2f-d068-4e8c-8900-d24d14b201de,12341032,45671023,LOAN,6,1113,1,44,148000
1270,c4dad99d-9934-4844-a906-c9d978a526eb,12341167,45671414,LOAN,8,1939,3,14,266000
1271,3b98bbd8-225f-4366-bcb1-697a484f6a85,12341100,45671719,LOAN,7,1363,2,66,241500
1272,6fb628f1-e4c0-4dc0-8a87-ae342c349931,12341136,45671590,LOAN,8,2270,3,21,290000
1273,2fb37676-2629-4afa-9d37-a3ff4715ceb6,12341230,45671630,LOAN,6,1632,1,62,139000
1274,feb9d0f6-739a-4d5f-a668-6462c1c82a3c,12341077,45671618,LOAN,5,816,1,38,124500
1275,4aa01168-c4d4-4777-b6ba-7da507aa68ca,12341060,45671620,LOAN,7,1548,2,95,205000
1276,a342cba9-ca03-4d1e-856f-41d0442142fd,12341003,45671261,LOAN,7,1560,2,17,201000
1277,b9b0fa1b-b219-4f36-9c04-2cdb3c8621a2,12341019,45671612,LOAN,4,864,2,69,141000
1278,0e4cfcde-a3c2-4a6c-8f70-add5cff3d5d1,12341173,45671215,LOAN,9,2121,3,14,415298
1279,46b8d66a-89af-4fa3-b51b-c9034c984a66,12341057,45671766,LOAN,7,2022,2,43,192000
1280,58b225ed-7a6e-4c3a-8a57-a0db675201b0,12341022,45671197,LOAN,7,1982,2,31,228500
1281,a0fab6e3-7746-460d-804a-d01d0ca6539a,12341218,45671568,LOAN,6,1262,2,14,185000
1282,44345fbb-f1c2-4990-a00f-15c3414357e7,12341140,45671791,LOAN,7,1314,2,13,207500
1283,1298a75f-6256-4edd-93aa-4d4e7cbfc219,12341141,45671330,LOAN,8,1468,3,12,244600
1284,3a33d0a2-c6f1-413f-80eb-180e4f9739dc,12341022,45671043,LOAN,6,1575,2,28,179200
1285,03eccb26-ea0a-49a7-b52a-78034d68527b,12341152,45671753,LOAN,7,1250,2,14,164700
1286,ba62b704-a573-45e6-b4c4-9ce05f2781be,12341236,45671523,LOAN,6,1734,2,58,159000
1287,b120d297-246c-4865-ad15-281a3c606ea6,12341212,45671114,LOAN,4,858,0,49,88000
1288,6c8e74d7-c0e5-4d13-b673-ade75f47af10,12341080,45671456,LOAN,5,900,1,53,122000
1289,b7347699-9936-4232-8b9f-be51003b513c,12341045,45671938,LOAN,6,1396,1,105,153575
1290,ed3cdc54-ad74-4afc-b945-2392c3afdf12,12341035,45671820,LOAN,8,1919,2,14,233230
1291,e85dc246-b6a9-44d3-b56f-41dabb5f7315,12341003,45671966,LOAN,5,1716,0,108,135900
1292,48c49eef-00a8-4f6f-b8db-6a25f554e31f,12341016,45671026,LOAN,5,1716,1,71,131000
1293,52163dd9-a796-4bb5-9576-c489b8182c95,12341240,45671992,LOAN,7,2263,2,43,235000
1294,e6000fd8-4068-4aa6-9837-9596496b4a26,12341115,45671925,LOAN,6,1644,2,67,167000
1295,f465e7d2-57fa-491c-8ab7-42f01a0dbc6d,12341158,45671667,LOAN,6,1003,2,36,142500
1296,edbd48d0-813b-4fc1-ab0f-8e29c37ecc38,12341040,45671977,LOAN,5,1558,1,70,152000
1297,c88795f4-064b-41cd-a004-2c81ec63c562,12341232,45671358,LOAN,7,1950,2,23,239000
1298,ebc0838b-0837-498f-8ced-07ef98ce4c2f,12341065,45671350,LOAN,6,1743,2,52,175000
1299,62d70ace-240a-4f29-9fcb-78c4057a1b35,12341199,45671016,LOAN,6,1152,1,70,158500
1300,83e4af9c-945e-4ccd-b155-f2187fbc0688,12341148,45671300,LOAN,5,1336,1,67,157000
1301,ead70f9f-8c6c-49fb-bc76-45dc60831f8d,12341181,45671304,LOAN,8,2452,2,22,267000
1302,76149197-b0bc-4c16-8637-121b55813416,12341018,45671467,LOAN,7,1541,3,19,205000
1303,15447781-6614-4588-ade9-fed9233ff5cf,12341018,45671791,LOAN,5,894,2,48,149900
1304,781b78e5-b542-4b69-b4a4-58c39901d85b,12341124,45671538,LOAN,7,3493,3,140,295000
1305,d11a2a72-4aff-4823-9fe0-2329a6f769cc,12341029,45671782,LOAN,8,2000,3,16,305900
1306,7cba3999-9144-443b-9bfd-63cd3eb58761,12341088,45671465,LOAN,7,2243,3,30,225000
1307,e563aeea-64d5-4fc5-9916-9db17bfab17f,12341155,45671579,LOAN,6,1406,0,100,89500
1308,c64ba7d5-fd34-4eb8-b130-ef516c6b1d4a,12341073,45671311,LOAN,4,861,2,80,82500
1309,3c8fbc71-45d2-43b7-9238-ec1a514377f5,12341024,45671066,LOAN,9,1944,3,17,360000
1310,bb22d876-b789-4dec-a9f7-1f7b1ecbe337,12341158,45671694,LOAN,6,1501,2,27,165600
1311,b6992867-3325-4e6e-b988-4f7b133530d1,12341162,45671730,LOAN,6,972,1,72,132000
1312,a64d0357-1ec7-4199-ab1b-962ebca68e98,12341155,45671746,LOAN,5,1118,2,81,119900
1313,6ba966f5-0662-475d-b836-996d13c1bf6b,12341183,45671945,LOAN,7,2036,2,55,375000
1314,578e441b-432a-422c-90df-8b8a2f75b2a9,12341183,45671014,LOAN,7,1641,2,95,178000
1315,50d09020-3d88-4dbf-8dd6-cab0d304fbf2,12341117,45671627,LOAN,7,1432,2,16,188500
1316,3f07a4df-c74a-437b-99d4-b72304d08131,12341161,45671806,LOAN,7,2353,2,40,260000
1317,b35388fc-6a0e-46fe-aa39-e0d025e2221f,12341133,45671321,LOAN,8,1959,3,14,270000
1318,9b954f6b-13a8-4955-8a74-c456b225d472,12341199,45671816,LOAN,7,2646,3,27,260000
1319,e6d5cffa-6c16-4560-a2a1-9d1f441a5516,12341190,45671319,LOAN,7,1472,2,40,187500
1320,0088583e-18fe-4013-b659-866fcb5f2e90,12341196,45671879,LOAN,9,2596,3,14,342643
1321,bf9dd2aa-fbb7-45a5-8540-30adf3258a84,12341115,45671143,LOAN,8,2468,3,16,354000
1322,f82f40f3-5a86-41bc-9f2a-4b9e346f5992,12341125,45671517,LOAN,7,2730,2,34,301000
1323,14fadbd3-1766-4e77-af9c-52c44e921aab,12341043,45671760,LOAN,3,1163,1,65,126175
1324,e9bdf442-265d-4487-8fb0-d448e1cc39a0,12341235,45671506,LOAN,7,2978,2,53,242000
1325,9e206745-d3ce-4538-86d3-23f959020097,12341077,45671801,LOAN,5,803,2,79,87000
1326,a9508e7c-a016-4e62-80f0-f362f049911b,12341007,45671442,LOAN,8,1719,2,27,324000
1327,a68691c9-85df-4482-a4bb-68453d437d58,12341101,45671018,LOAN,6,1383,1,60,145250
1328,8958735d-1c3a-4832-b162-11c872a757d2,12341227,45671712,LOAN,6,2134,2,104,214500
1329,ff49acd5-dd49-4d86-b8b7-750f78799719,12341198,45671499,LOAN,5,1192,1,100,78000
1330,46430c2b-72a9-460d-998a-4cbe9f7d95fb,12341158,45671313,LOAN,5,1728,1,56,119000
1331,5679012a-c866-4a1f-96b0-eb7fc0bc6ef3,12341054,45671225,LOAN,5,1056,1,62,139000
1332,ad13d0f5-aa7b-41c8-a8eb-02a3a57e4a45,12341246,45671364,LOAN,8,1629,3,17,284000
1333,283fe47a-8adb-4325-8b29-87d467c5c4fe,12341035,45671713,LOAN,7,1358,2,16,207000
1334,05d2aa0f-2971-4b8c-949a-aedb410a8f62,12341236,45671326,LOAN,6,1638,2,22,192000
1335,17ef56c0-53dd-443c-be0c-c23e25eb7bf6,12341171,45671751,LOAN,5,1786,2,55,228950
1336,62f617d9-106d-4184-95b0-6c67162bfc4d,12341147,45671770,LOAN,9,1922,3,15,377426
1337,94f15435-1bea-4f1d-954a-753b5fbe1e00,12341196,45671954,LOAN,7,1536,2,18,214000
1338,0e6d61e8-91df-4908-aba5-2289a3be8c90,12341142,45671362,LOAN,7,1621,2,36,202500
1339,bf3b26d4-816d-439d-ad81-61c04a534d8c,12341104,45671794,LOAN,6,1215,1,62,155000
1340,71963b45-2379-4286-ab3f-3dfd1169ee4d,12341060,45671914,LOAN,8,1908,2,18,202900
1341,8580e6ba-d80b-419d-a561-dec2c3bdf9ac,12341219,45671731,LOAN,4,841,1,70,82000
1342,73932daa-c979-4058-98a0-987201bd1b41,12341144,45671694,LOAN,3,1040,2,71,87500
1343,00ca4d70-d1df-47d5-ba65-b7506f2809f2,12341153,45671747,LOAN,9,1684,2,15,266000
1344,9dab3f0a-63c3-4eb9-b04f-9db10559b445,12341058,45671867,LOAN,5,1112,1,44,85000
1345,12cd2cee-ea5e-4ca4-9f4d-4f3407e8d705,12341086,45671046,LOAN,6,1577,1,81,140200
1346,9916ce20-edc7-4145-9acc-6642bc4903eb,12341044,45671239,LOAN,6,958,1,60,151500
1347,27346de9-0959-4c98-8fc0-510e267cec08,12341205,45671549,LOAN,6,1478,2,60,157500
1348,20b30d77-e9e7-4164-ad98-bec8c77603d7,12341202,45671246,LOAN,7,1626,2,17,154000
1349,95f4b13f-b993-4eaf-9d2b-923dcb006b49,12341066,45671389,LOAN,9,2728,3,15,437154
1350,101fc73c-91ac-491c-94d4-519d000566aa,12341044,45671689,LOAN,9,1869,2,13,318061
1351,35cc4c27-e63c-4970-afaa-fa5699f681bf,12341015,45671313,LOAN,7,1453,2,34,190000
1352,9b974a9e-2764-407b-be6c-86e40626e327,12341210,45671499,LOAN,5,1111,1,79,95000
1353,8fa54b18-f416-42df-b708-b15b9a6cb46f,12341103,45671535,LOAN,6,720,2,92,105900
1354,03bfa6a7-99e0-4570-96fc-d6032a1c031a,12341229,45671513,LOAN,6,1595,1,80,140000
1355,8628b018-2d57-4601-b7d7-e03e25c4c8a8,12341162,45671583,LOAN,6,1200,2,25,177500
1356,5d995e9a-26de-425d-88be-49db8b63768c,12341201,45671143,LOAN,6,1167,2,28,173000
1357,fa553950-f082-4b5d-9be6-7e8f62fef6a7,12341024,45671971,LOAN,5,1142,2,44,134000
1358,2c79a493-f216-4e44-9444-5125b926d6f8,12341073,45671320,LOAN,5,1352,1,62,130000
1359,de9410a3-67d4-4eb1-99dd-949e4182f920,12341042,45671253,LOAN,8,1924,2,22,280000
1360,61612c5f-fc60-44cf-a23c-cad9efdc0115,12341157,45671772,LOAN,6,912,2,42,156000
1361,4db3f292-c6d3-4546-8237-104183b4abba,12341091,45671661,LOAN,5,1505,1,80,145000
1362,d2666554-cf49-4d97-bce3-bf7be59f87c0,12341089,45671701,LOAN,7,1922,2,17,198500
1363,c24c7774-afbc-4186-845f-170a15b8950f,12341122,45671549,LOAN,6,987,1,48,118000
1364,fc3de349-7a8e-4a7f-b1a0-fceb4950750b,12341113,45671368,LOAN,6,1574,2,44,190000
1365,b58e977d-0603-409e-863d-2445fb985d28,12341067,45671481,LOAN,5,1344,1,100,147000
1366,6e4d87fb-3d39-43b8-8127-f0ad8f1d4fa4,12341117,45671519,LOAN,6,1394,2,57,159000
1367,c9ffd0e6-615a-4170-ac05-fa30ab4cddc7,12341168,45671095,LOAN,6,1431,1,58,165000
1368,7d2a7d5e-3822-41a3-9cb8-35821372e180,12341195,45671596,LOAN,5,1268,1,66,132000
1369,94bb99ff-ad55-4508-bf53-bb9e47d51185,12341081,45671756,LOAN,5,1287,2,61,162000
1370,0a087954-b6ac-45d9-bd54-a1db0bebdfe7,12341223,45671721,LOAN,6,1664,2,20,172400
1371,4be33456-2ad3-46cf-98c1-254a2388ee37,12341014,45671925,LOAN,4,1588,2,61,134432
1372,449371b9-e253-4267-b44c-8cccacc52016,12341113,45671463,LOAN,6,752,1,36,125000
1373,e5fc2199-dfab-48e2-a258-69a3a2993b94,12341086,45671258,LOAN,5,1319,1,67,123000
1374,471fce92-b245-4258-aa98-ce9d44b1b4aa,12341006,45671929,LOAN,7,1928,2,17,219500
1375,93329c1c-d7b3-4fb9-874a-e4d25e313751,12341172,45671868,LOAN,1,904,0,98,61000
1376,ebb903c6-74e5-439c-8e4b-e4e0a489ba24,12341008,45671711,LOAN,5,914,2,24,148000
1377,a3219600-3a0c-45c4-9c61-7f34e3f691df,12341178,45671212,LOAN,8,2466,2,16,340000
1378,c2d677e6-5100-40d0-8aea-d6b5b69787a4,12341042,45671046,LOAN,9,1856,3,10,394432
1379,e3eb9b7a-b4d5-45c3-9e92-6310127b8db3,12341136,45671409,LOAN,6,1800,2,20,179000
1380,b84a5d69-c701-4b38-bca8-3c530d7ae8f0,12341129,45671960,LOAN,5,1691,1,96,127000
1381,4e2b9c21-2d63-4573-a9fb-cf2ef97c00f9,12341170,45671148,LOAN,7,1301,2,14,187750
1382,a906c276-f0d5-4208-893a-ca9ba4833244,12341035,45671178,LOAN,7,1797,2,14,213500
1383,f10fac42-7697-40c8-b3db-301ed270d086,12341097,45671035,LOAN,6,784,2,92,76000
1384,a6cfd5be-1c42-47c1-84db-5339d1adefaa,12341030,45671370,LOAN,6,1953,2,28,240000
1385,940e7f1d-ceca-4650-bc8b-363c28a78212,12341199,45671818,LOAN,8,1269,2,16,192000
1386,fe28c752-3314-4a94-9143-e6f1c2b4265c,12341169,45671720,LOAN,5,1184,0,110,81000
1387,96bcb3df-cfd0-4f8a-892e-a948473c6f5c,12341221,45671078,LOAN,6,1125,1,44,125000
1388,bb0afd06-7c72-4927-bd0a-87a9dd29b49e,12341234,45671145,LOAN,7,1479,2,21,191000
1389,ca2575ec-172b-4da9-b3eb-19dcc6448f4f,12341237,45671489,LOAN,10,2332,3,13,426000
1390,c437ae4a-e94b-425d-900b-6b40579f8cb3,12341116,45671952,LOAN,5,1367,1,120,119000
1391,51c8e752-69f5-4d46-b143-014e94653f1e,12341089,45671318,LOAN,6,1961,2,19,215000
1392,64de09a8-4088-44c4-aa0e-0e9dac780c1e,12341133,45671205,LOAN,5,882,1,61,106500
1393,c2882635-a74d-46b6-942f-2d35e4638721,12341129,45671560,LOAN,4,788,0,79,100000
1394,ea630abd-d751-40f7-9fe6-157bc7f4335f,12341067,45671087,LOAN,5,1034,1,80,109000
1395,12a86f43-62b5-44fe-b54b-9eee73a98346,12341174,45671715,LOAN,5,1144,1,64,129000
1396,8170f4b7-60fe-49f1-b620-1160c7833e0d,12341242,45671044,LOAN,5,894,2,48,123000
1397,65cdcde8-fe55-4076-b591-ce1179b1e2d0,12341173,45671825,LOAN,5,1812,1,58,169500
1398,3d7bf6a3-6f7a-47e1-893b-5349c664e22b,12341120,45671106,LOAN,5,1077,1,100,67000
1399,28a0ce04-d146-4b04-a26c-496219410c70,12341163,45671845,LOAN,7,1550,2,14,241000
1400,1f6c376f-1b42-444b-9180-a1d2824b69ea,12341033,45671798,LOAN,8,1288,2,24,245500
1401,280aa18f-ed7e-46b3-8850-c75d0d26762d,12341110,45671031,LOAN,7,1310,2,15,164990
1402,569fca27-0fcf-4b67-bba5-af34000d8b49,12341155,45671178,LOAN,5,672,1,80,108000
1403,947fea66-a9b3-4d20-ab90-8a90c107ebe8,12341239,45671851,LOAN,8,2263,2,22,258000
1404,2ce584b8-8420-4045-b8ef-223d4748f80d,12341132,45671067,LOAN,6,1572,2,25,168000
1405,1660597c-44fb-4034-bece-4da0086ca6b6,12341232,45671923,LOAN,4,1620,2,44,150000
1406,acf0982a-00b2-423d-8dcf-725fff2650ec,12341159,45671005,LOAN,6,1639,1,84,115000
1407,c7bfc4c8-65f3-4d62-b510-108caafd6941,12341212,45671258,LOAN,6,1680,1,105,177000
1408,feedbcc8-c010-460a-a55e-9ef00260a5dd,12341109,45671048,LOAN,7,2172,3,14,280000
1409,817cbedf-4e02-4d99-8b3b-fbbb7d6ceca2,12341155,45671753,LOAN,8,2078,3,13,339750
1410,c5927a8a-78ef-4fb6-bcb4-4745738e426c,12341237,45671098,LOAN,5,1276,1,62,60000
1411,979ee0f7-99c7-4f7c-b4fe-ad8b42be6d2b,12341191,45671716,LOAN,5,1056,2,65,145000
1412,4bc57db2-717e-44e7-a5b7-0680c06963ad,12341008,45671177,LOAN,7,1478,2,11,222000
1413,7ffe1e98-f815-447b-9720-65d0a43eed7a,12341116,45671913,LOAN,5,1028,2,93,115000
1414,19231e7b-5fac-402f-bc94-08d0b22dfe7a,12341120,45671487,LOAN,7,2097,3,27,228000
1415,9f8b2695-3c68-4135-8121-a740df264244,12341156,45671407,LOAN,7,1340,2,13,181134
1416,1fef0688-fabe-40bd-9feb-e0ee5cae8692,12341147,45671924,LOAN,6,1400,2,42,149500
1417,d1649b39-f861-4872-aec9-cd6fe6d5b9b1,12341245,45671878,LOAN,6,2624,3,102,239000
1418,0f56f64c-47af-4e88-9f2f-fdb5544d71b0,12341089,45671803,LOAN,5,1134,1,80,126000
1419,26a71d43-705f-4ec8-859c-0469d802c0ec,12341105,45671466,LOAN,5,1056,1,52,142000
1420,bb38cced-5888-43ba-821f-5ec819303500,12341100,45671567,LOAN,7,1344,4,23,206300
1421,413a73bf-f218-4e71-be2e-5ebda87aaf70,12341058,45671680,LOAN,6,1602,2,43,215000
1422,59651500-e2b5-45df-bdbe-f66386575a62,12341134,45671595,LOAN,5,988,2,66,113000
1423,5232c9d3-14f4-4eb4-a05d-fe19647160c2,12341157,45671998,LOAN,8,2630,3,22,315000
1424,a1b082d7-81a2-4806-85b2-324e20a2997f,12341121,45671496,LOAN,6,1196,1,64,139000
1425,0ef5d35d-976e-4a26-a0ed-199b1b6eb86e,12341092,45671599,LOAN,7,1389,1,74,135000
1426,6a4a78a5-53e1-46de-bca5-31bfc1682380,12341059,45671727,LOAN,7,1644,2,31,275000
1427,d497dc75-35d1-46bd-9181-fca0efe05cd4,12341203,45671546,LOAN,4,907,1,63,109008
1428,4afa8c12-056c-41fa-a409-6853c9c51c82,12341005,45671004,LOAN,7,1208,2,13,195400
1429,bfbb7fd8-9814-4298-b208-1f047fb3a15e,12341180,45671251,LOAN,6,1412,2,32,175000
1430,9a881642-767c-48bd-80bc-7d3f4fe5188a,12341171,45671673,LOAN,6,987,1,49,85400
1431,1c5ffd34-0ea3-4d1a-a67e-97ae10ee6dac,12341062,45671609,LOAN,6,1198,0,100,79900
1432,3320972e-5f6d-4663-8e9a-a998d6cf02ad,12341187,45671898,LOAN,5,1365,2,49,122500
1433,7806518e-84a7-4618-a87a-1faca39b8aa8,12341032,45671613,LOAN,6,1604,2,23,181000
1434,2e916d72-b534-42b1-b204-9a213f7ba77b,12341243,45671283,LOAN,4,630,0,48,81000
1435,85d7f7d4-f144-4e05-935e-87a31dabcbea,12341040,45671966,LOAN,7,1661,2,24,212000
1436,ff49e867-49af-4282-b2d9-4d44117195bf,12341011,45671169,LOAN,6,1118,2,100,116000
1437,ba31aa11-5c2d-4c11-91e4-c4389cbe3e6f,12341038,45671448,LOAN,6,904,1,94,119000
1438,ce975d88-ca04-4ad3-a01b-07c660ef578b,12341194,45671463,LOAN,5,694,1,107,90350
1439,cb994ab6-6f11-4be6-8b49-88c61072da41,12341226,45671333,LOAN,6,1196,2,100,110000
1440,cba5c84c-224e-405b-bc26-2b5987e6be00,12341088,45671065,LOAN,10,2402,3,12,555000
1441,47d0036e-99b9-4c96-97a7-cd5499569849,12341039,45671934,LOAN,4,1440,0,65,118000
1442,bcb2136c-fc21-4000-9c71-24e50b78b9c0,12341071,45671513,LOAN,5,1573,2,90,162900
1443,48156498-7287-4114-b250-49e20074b9ea,12341158,45671476,LOAN,7,1258,3,14,172500
1444,52b90884-5189-4f9f-b93a-d16302146f0f,12341163,45671312,LOAN,7,1908,2,26,210000
1445,a6240703-602b-4baf-abf2-53749ac9d3fb,12341245,45671975,LOAN,6,1689,2,64,127500
1446,7bec0c54-5f94-49b0-856e-064080cac3c2,12341038,45671865,LOAN,6,1888,2,54,190000
1447,d8d4f624-2c6d-47c2-87d3-6c468e147f22,12341100,45671720,LOAN,7,1886,2,22,199900
1448,e70f0e99-8454-4321-b6a9-2933741190c0,12341187,45671603,LOAN,6,1376,1,83,119500
1449,18de192c-179c-4bd1-af44-d105b7a67ff1,12341052,45671644,LOAN,3,1183,1,72,120000
1450,e5e6bb0d-4f91-42c9-97ba-554c532a26cf,12341022,45671918,LOAN,6,813,1,90,110000
1451,92d5e582-6ec6-44b6-9433-b0992f9e5cc6,12341221,45671580,LOAN,7,1533,2,45,280000
1452,b19594bf-067f-408e-99a8-1c14547a0cba,12341025,45671786,LOAN,6,1756,2,24,204000
1453,83935840-f7af-450c-88e4-79df4aa3ef24,12341052,45671438,LOAN,8,1590,2,12,210000
1454,c0c9939d-d163-42b4-9ada-8db44379e6ab,12341246,45671102,LOAN,5,1728,2,44,188000
1455,e3f69ba9-e8cc-4dea-b825-688f234202e9,12341095,45671079,LOAN,7,1242,2,47,175500
1456,8f3dae30-4192-4f19-bf5c-46330d898f6f,12341046,45671584,LOAN,5,1344,3,104,98000
1457,08f1319c-8cae-47fe-9a61-d973cee42d2c,12341113,45671698,LOAN,4,1663,2,66,256000
1458,85a4b5c4-90db-4e80-9f78-6a2585954b56,12341018,45671732,LOAN,8,1666,1,95,161000
1459,a2024f82-ed6b-49ac-92cf-97b7ac60c701,12341061,45671583,LOAN,5,1203,1,70,110000
1460,90a96c41-5f04-412c-ac96-4310c0d89aad,12341185,45671254,LOAN,8,1935,2,11,263435
1461,2e33a7b5-e5fa-46b3-954d-ea261f0d23f2,12341221,45671007,LOAN,7,1135,2,84,155000
1462,c15ef7ab-e956-4231-a507-abd1309bc1ff,12341038,45671806,LOAN,5,864,1,55,62383
1463,3063b79f-3eea-48f2-9465-33c1d7ff3fd1,12341048,45671764,LOAN,6,1660,1,86,188700
1464,8ccbfb9f-249e-4b68-b907-1ce3effbd915,12341146,45671304,LOAN,5,1040,0,42,124000
1465,cce3296f-a1c1-47d8-85f5-5da288e3154e,12341103,45671441,LOAN,7,1414,2,16,178740
1466,95adac53-d71c-4eaf-897a-85a2f30327b5,12341058,45671223,LOAN,7,1277,2,50,167000
1467,469cfd1e-94bb-4d9a-942b-b00a8c72e288,12341213,45671342,LOAN,5,1644,1,78,146500
1468,3cf3f9e8-1856-4815-a944-f3bdd6d52e4e,12341236,45671476,LOAN,8,1634,3,14,250000
1469,898f07cf-d228-4cb7-81d9-ac3f56bda6bf,12341064,45671830,LOAN,6,1710,2,27,187000
1470,48220140-c59d-450a-91f3-3ba8379d0cc4,12341211,45671675,LOAN,8,1502,2,35,212000
1471,b20886c9-f3d9-4535-bb8e-0a4a4511a1f8,12341002,45671625,LOAN,7,1969,2,43,190000
1472,58b06d57-da40-412b-9595-177ed3845a66,12341177,45671769,LOAN,6,1072,2,15,148000
1473,acaff289-5a2b-40bb-803b-9d01531a0412,12341220,45671972,LOAN,8,1976,3,14,440000
1474,15fac6be-84db-4740-88cb-d87c8f2655c0,12341194,45671196,LOAN,8,1652,2,20,251000
1475,95985fac-5652-40e7-ab06-da95f0031185,12341116,45671117,LOAN,5,970,2,57,132500
1476,1bd58ba5-943d-4f15-8af7-c05a0161b9ee,12341087,45671133,LOAN,6,1493,2,23,208900
1477,d70f92d3-c19f-4aee-8653-00561cea7c07,12341215,45671909,LOAN,9,2643,3,14,380000
1478,89024fc0-cbb5-43ed-a724-235955a26a63,12341090,45671530,LOAN,8,1718,3,13,297000
1479,dd3bda82-3eee-4f6e-b149-0214c22f29a8,12341133,45671073,LOAN,4,1131,2,83,89471
1480,126c824a-deb4-4e1a-a336-04d2634d77ac,12341068,45671293,LOAN,9,1850,3,16,326000
1481,056495f9-516e-4e7c-98c0-4fdd9213e87d,12341211,45671538,LOAN,9,1792,3,17,374000
1482,1a0a3754-9fd9-47f3-9b15-81ff7f32f0ab,12341150,45671366,LOAN,7,1826,1,105,155000
1483,89eb32b1-9ff0-4ead-a8f3-7c2dfc53950c,12341192,45671089,LOAN,6,1216,2,22,164000
1484,10d00405-fabb-44ab-b0c4-4187f177b91d,12341223,45671623,LOAN,5,999,1,58,132500
1485,53fcbf75-603c-4d22-8526-ce4b2f7f9402,12341150,45671395,LOAN,5,1113,1,70,147000
1486,15a45803-2b1e-4401-af73-29a70422db04,12341242,45671751,LOAN,5,1073,2,55,156000
1487,3528df03-1b47-48ba-b82e-b93d0fdf141f,12341173,45671951,LOAN,5,1484,2,49,175000
1488,8343fc26-3594-4222-805d-c79658d5ba29,12341174,45671017,LOAN,5,2414,2,120,160000
1489,1337d325-498c-4127-8f7f-6dd9f26cc9d9,12341055,45671780,LOAN,4,630,1,50,86000
1490,27b108bf-f3a7-4873-bc52-cd49ac12cd01,12341135,45671595,LOAN,5,1304,1,44,115000
1491,6fb73e43-53ac-48b2-afd2-af8148d5c594,12341105,45671909,LOAN,6,1578,1,79,133000
1492,89f52121-6820-4125-9c4c-250d0aa318b3,12341145,45671979,LOAN,6,1456,2,14,172785
1493,d7d31d05-dbf8-477a-ad2a-37afcf209d0e,12341029,45671475,LOAN,5,1269,1,60,155000
1494,8baa0681-c457-43ec-ac97-496dc71edfcf,12341204,45671535,LOAN,5,886,1,82,91300
1495,001efff1-cc38-48f2-b659-12697079dcaf,12341158,45671303,LOAN,4,720,0,100,34900
1496,4e8bc95a-86c0-4ba3-9536-acf2427d555c,12341122,45671471,LOAN,8,3228,2,28,430000
1497,5f64fe55-e314-4513-8d77-28fc7b5a90a7,12341217,45671233,LOAN,7,1820,1,95,184000
1498,e4c5ba08-9f2f-458a-82a3-d3a25d4fb611,12341192,45671329,LOAN,5,899,1,53,130000
1499,b976a34e-871b-4688-b683-a99a96fc5388,12341102,45671102,LOAN,5,912,1,62,120000
1500,d9de2e82-384c-40ca-b79b-68eafb1b214a,12341095,45671498,LOAN,6,1218,1,47,113000
1501,1578719c-4f51-435f-976f-bd86078203e8,12341175,45671060,LOAN,7,1768,2,15,226700
1502,7b2aa31a-34bd-4e86-b388-01897e17352d,12341167,45671503,LOAN,5,1214,2,55,140000
1503,ef90b0c6-dc9f-47c1-9bfa-fd6e6b5475a4,12341165,45671214,LOAN,7,1801,2,61,289000
1504,3bbf19fd-ee39-4a6a-b08a-106ad6bb6b6f,12341198,45671928,LOAN,6,1322,2,46,147000
1505,5c210d2c-0b8a-4016-bfa7-46ff02369525,12341154,45671737,LOAN,5,1960,2,68,124500
